analysis_date,time_sec,X_vibration,Y_vibration,Z_vibration
2018-07-26 15:12:00,2.5956,0.00290491,-0.0939358,-0.366135
2018-07-26 15:12:00,2.60566,0.00452854,-0.0917449,-0.368483
2018-07-26 15:12:00,2.61572,-0.0842025,0.0122551,0.077682
2018-07-26 15:12:00,2.62578,-0.114984,0.125865,0.309632
2018-07-26 15:12:00,2.63584,-0.00984199,0.132643,0.363743
2018-07-26 15:12:00,2.6459,0.134118,0.0596476,0.555477
2018-07-26 15:12:00,2.65596,0.122075,0.043776,0.977814
2018-07-26 15:12:00,2.66602,-0.0577918,0.143967,1.2973
2018-07-26 15:12:00,2.67608,-0.219488,0.20399,1.23306
2018-07-26 15:12:00,2.68614,-0.283564,0.196754,0.975132
2018-07-26 15:12:00,2.6962,-0.289234,0.183312,0.702551
2018-07-26 15:12:00,2.70626,-0.176954,0.110547,0.404171
2018-07-26 15:12:00,2.71632,0.00672644,-0.0487648,0.143835
2018-07-26 15:12:00,2.72639,0.0819358,-0.118493,-0.230536
2018-07-26 15:12:00,2.73645,0.0645275,-0.0498466,-0.599888
2018-07-26 15:12:00,2.74651,0.120743,-0.0342036,-0.825581
2018-07-26 15:12:00,2.75657,0.188931,-0.0923598,-0.897537
2018-07-26 15:12:00,2.76663,0.188885,-0.0636056,-0.772635
2018-07-26 15:12:00,2.77669,0.114175,-0.0302452,-0.685205
2018-07-26 15:12:00,2.78675,0.00475486,-0.0199694,-0.597859
2018-07-26 15:12:00,2.79681,-0.0178678,-0.068103,-0.448081
2018-07-26 15:12:00,2.80687,0.00620444,-0.129917,-0.245185
2018-07-26 15:12:00,2.81693,-0.00832385,-0.0658144,-0.0890071
2018-07-26 15:12:00,2.82699,-0.0675936,-0.0164661,-0.0081401
2018-07-26 15:12:00,2.83705,-0.0857227,-0.0724144,0.0885554
2018-07-26 15:12:00,2.84711,-0.0224714,-0.0361493,0.17972
2018-07-26 15:12:00,2.85717,0.0182978,0.0821458,0.213348
2018-07-26 15:12:00,2.86723,0.0395608,0.102303,0.0822437
2018-07-26 15:12:00,2.87729,0.0324719,0.0467639,-0.090326
2018-07-26 15:12:00,2.88735,0.0182623,0.0659141,-0.166268
2018-07-26 15:12:00,2.89741,-0.0117624,0.0795505,-0.0624007
2018-07-26 15:12:00,2.90747,-0.0104797,0.0754073,0.0451277
2018-07-26 15:12:00,2.91753,0.0164143,0.013837,0.0509306
2018-07-26 15:12:00,2.92759,0.00262495,0.0507674,-0.000320333
2018-07-26 15:12:00,2.93766,-0.0162355,0.0292355,0.0111294
2018-07-26 15:12:00,2.94772,-0.0232549,-0.0432732,0.187189
2018-07-26 15:12:00,2.95778,-0.040722,-0.00993922,0.293343
2018-07-26 15:12:00,2.96784,-0.0599475,-0.00588821,0.28388
2018-07-26 15:12:00,2.9779,-0.0147794,-0.0983156,0.35083
2018-07-26 15:12:00,2.98796,-0.00860305,-0.0421299,0.336942
2018-07-26 15:12:00,2.99802,-0.0719306,0.027679,0.213042
2018-07-26 15:13:00,3.00808,-0.0596017,0.0150237,0.121436
2018-07-26 15:13:00,3.01814,-0.0485179,-0.0132313,0.0498634
2018-07-26 15:13:00,3.0282,-0.0509393,-0.0223934,-0.0609038
2018-07-26 15:13:00,3.03826,0.0169391,-0.0383718,-0.132996
2018-07-26 15:13:00,3.04832,0.0704293,-0.0236266,-0.179485
2018-07-26 15:13:00,3.05838,0.0854444,-0.00151594,-0.218939
2018-07-26 15:13:00,3.06844,0.108673,-0.0142463,-0.223044
2018-07-26 15:13:00,3.0785,0.122606,-0.0311448,-0.172275
2018-07-26 15:13:00,3.08856,0.0789073,-0.0590912,-0.121889
2018-07-26 15:13:00,3.09862,0.0344311,-0.061714,-0.145974
2018-07-26 15:13:00,3.10868,-0.00589465,-0.0395973,-0.1754
2018-07-26 15:13:00,3.11874,-0.0645267,-0.0588627,-0.185479
2018-07-26 15:13:00,3.1288,-0.0995785,-0.0705602,-0.201666
2018-07-26 15:13:00,3.13886,-0.0956475,-0.0424996,-0.172377
2018-07-26 15:13:00,3.14892,-0.0692009,-0.0976671,-0.103524
2018-07-26 15:13:00,3.15899,0.0502367,-0.104072,0.171923
2018-07-26 15:13:00,3.16905,0.0456935,-5.97452e-05,0.589765
2018-07-26 15:13:00,3.17911,-0.131457,0.135212,0.888248
2018-07-26 15:13:00,3.18917,-0.257649,0.207616,0.981562
2018-07-26 15:13:00,3.19923,-0.218251,0.180329,1.01462
2018-07-26 15:13:00,3.20929,-0.12129,0.176487,0.981364
2018-07-26 15:13:00,3.21935,-0.0454644,0.123202,0.860312
2018-07-26 15:13:00,3.22941,0.0289835,0.0200056,0.685986
2018-07-26 15:13:00,3.23947,0.0652457,-0.0479716,0.43353
2018-07-26 15:13:00,3.24953,0.0651165,-0.0671237,0.158777
2018-07-26 15:13:00,3.25959,-0.0062746,-0.0364089,-0.139269
2018-07-26 15:13:00,3.26965,-0.0534674,-0.0269047,-0.503775
2018-07-26 15:13:00,3.27971,-0.00718909,-0.0460875,-0.808804
2018-07-26 15:13:00,3.28977,0.0773357,-0.0495053,-1.07207
2018-07-26 15:13:00,3.29983,0.216561,-0.0545031,-1.20459
2018-07-26 15:13:00,3.30989,0.246481,-0.108202,-1.26738
2018-07-26 15:13:00,3.31995,0.177424,-0.145347,-1.24528
2018-07-26 15:13:00,3.33001,0.129704,-0.111608,-1.04017
2018-07-26 15:13:00,3.34007,0.0844787,-0.103195,-0.723908
2018-07-26 15:13:00,3.35013,0.0279985,-0.103046,-0.404195
2018-07-26 15:13:00,3.36019,-0.0305897,-0.0246745,-0.0949234
2018-07-26 15:13:00,3.37026,-0.104583,0.0328529,0.124901
2018-07-26 15:13:00,3.38032,-0.156401,0.0161041,0.360168
2018-07-26 15:13:00,3.39038,-0.134252,0.0187371,0.620902
2018-07-26 15:13:00,3.40044,-0.0792722,0.0479193,0.873457
2018-07-26 15:13:00,3.4105,-0.0465183,0.0556035,0.923658
2018-07-26 15:13:00,3.42056,-0.0129438,0.0812833,0.836093
2018-07-26 15:13:00,3.43062,0.0247392,0.0169158,0.865737
2018-07-26 15:13:00,3.44068,0.0126512,0.0058539,0.944999
2018-07-26 15:13:00,3.45074,-0.056855,0.0587303,0.898445
2018-07-26 15:13:00,3.4608,-0.0768086,0.0955045,0.342237
2018-07-26 15:13:00,3.47086,-0.0773078,0.0971943,0.338503
2018-07-26 15:13:00,3.48092,0.00163064,0.0907605,0.0326882
2018-07-26 15:13:00,3.49098,0.0512028,0.0723414,-0.25617
2018-07-26 15:13:00,3.50104,0.0965343,0.000517079,-0.545586
2018-07-26 15:13:00,3.5111,0.0825516,-0.0190416,-0.758844
2018-07-26 15:13:00,3.52116,0.0559418,-0.0380857,-0.874494
2018-07-26 15:13:00,3.53122,0.0732756,-0.115854,-0.923968
2018-07-26 15:13:00,3.54128,0.107036,-0.141906,-0.886091
2018-07-26 15:13:00,3.55134,0.123725,-0.12881,-0.801099
2018-07-26 15:13:00,3.5614,0.0802742,-0.15169,-0.682196
2018-07-26 15:13:00,3.57146,0.0112788,-0.116738,-0.540235
2018-07-26 15:13:00,3.58152,-0.00557142,-0.113758,-0.288228
2018-07-26 15:13:00,3.59159,0.011943,-0.126312,0.115169
2018-07-26 15:13:00,3.60165,-0.00244564,-0.0594067,0.64323
2018-07-26 15:13:00,3.61171,-0.0943616,0.0604501,1.17305
2018-07-26 15:13:00,3.62177,-0.220254,0.185206,1.39249
2018-07-26 15:13:00,3.63183,-0.20026,0.253196,1.4704
2018-07-26 15:13:00,3.64189,-0.119683,0.246161,1.41456
2018-07-26 15:13:00,3.65195,-0.0638344,0.208992,1.07826
2018-07-26 15:13:00,3.66201,-0.0194212,0.137961,0.499222
2018-07-26 15:13:00,3.67207,-0.0241825,0.128104,-0.0326396
2018-07-26 15:13:00,3.68213,0.0309327,0.0188888,-0.474389
2018-07-26 15:13:00,3.69219,0.110575,-0.0636617,-0.835885
2018-07-26 15:13:00,3.70225,0.161289,-0.092729,-1.01909
2018-07-26 15:13:00,3.71231,0.15686,-0.113769,-1.07502
2018-07-26 15:13:00,3.72237,0.14335,-0.0929337,-1.07196
2018-07-26 15:13:00,3.73243,0.112364,-0.119828,-1.04846
2018-07-26 15:13:00,3.74249,0.0942716,-0.151039,-1.02252
2018-07-26 15:13:00,3.75255,0.0922159,-0.181017,-0.947885
2018-07-26 15:13:00,3.76261,0.0533861,-0.175644,-0.777353
2018-07-26 15:13:00,3.77267,-0.0114253,-0.12939,-0.547151
2018-07-26 15:13:00,3.78273,-0.0535618,-0.0642696,-0.20006
2018-07-26 15:13:00,3.79279,-0.0203216,-0.00829138,0.332612
2018-07-26 15:13:00,3.80285,-0.0454483,0.0982156,0.840904
2018-07-26 15:13:00,3.81292,-0.11664,0.21047,1.14044
2018-07-26 15:13:00,3.82298,-0.187628,0.276804,1.41409
2018-07-26 15:13:00,3.83304,-0.178633,0.188389,1.4635
2018-07-26 15:13:00,3.8431,-0.229696,0.181912,1.31096
2018-07-26 15:13:00,3.85316,-0.201497,0.187609,1.08016
2018-07-26 15:13:00,3.86322,-0.129351,0.116876,0.727878
2018-07-26 15:13:00,3.87328,-0.0430493,0.101385,0.348823
2018-07-26 15:13:00,3.88334,0.0347922,0.125879,-0.0775871
2018-07-26 15:13:00,3.8934,0.111177,0.0925168,-0.522493
2018-07-26 15:13:00,3.90346,0.156442,0.0104587,-0.938744
2018-07-26 15:13:00,3.91352,0.186564,-0.0164069,-1.15933
2018-07-26 15:13:00,3.92358,0.190588,-0.0624047,-1.17872
2018-07-26 15:13:00,3.93364,0.137063,-0.148291,-1.15784
2018-07-26 15:13:00,3.9437,0.113963,-0.165542,-1.06469
2018-07-26 15:13:00,3.95376,0.104971,-0.141667,-0.952328
2018-07-26 15:13:00,3.96382,0.021215,-0.177209,-0.84776
2018-07-26 15:13:00,3.97388,0.0196835,-0.161594,-0.711485
2018-07-26 15:13:00,3.98394,0.0148165,-0.101879,-0.587135
2018-07-26 15:13:00,3.994,-0.0494616,-0.0780073,-0.467963
2018-07-26 15:14:00,4.00406,-0.109664,-0.109035,-0.231728
2018-07-26 15:14:00,4.01412,-0.106645,-0.0172504,0.192359
2018-07-26 15:14:00,4.02419,-0.0492003,0.0545346,0.812586
2018-07-26 15:14:00,4.03425,-0.0612083,0.143827,1.35107
2018-07-26 15:14:00,4.04431,-0.102259,0.233528,1.80445
2018-07-26 15:14:00,4.05437,-0.164429,0.190138,2.16964
2018-07-26 15:14:00,4.06443,-0.208984,0.190673,2.12357
2018-07-26 15:14:00,4.07449,-0.207677,0.155989,1.6696
2018-07-26 15:14:00,4.08455,-0.0804932,0.0690569,1.17703
2018-07-26 15:14:00,4.09461,0.073014,-0.000946291,0.631365
2018-07-26 15:14:00,4.10467,0.0706948,-0.0177587,-0.0637664
2018-07-26 15:14:00,4.11473,0.0184569,-0.0533042,-0.657006
2018-07-26 15:14:00,4.12479,0.032095,-0.035711,-1.0497
2018-07-26 15:14:00,4.13485,0.105464,-0.0444002,-1.32073
2018-07-26 15:14:00,4.14491,0.166741,-0.0667809,-1.52098
2018-07-26 15:14:00,4.15497,0.200532,-0.158812,-1.67236
